num;Mean_mse;Mean_mae;Mean_mape;Mean_aof;sequence;hour;tr1;tr2;gauss_noise;sin_noise;train_percent;layer_size;reg1;reg2;epochs;batch_sizes;sqrp;last;Var;Median_aof
6167712574898130591;7109.152511700649;74.3067365426888;48.036229124835174;-157345.60152374158;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[75];[8];0;2;104764173066.98268;-43637.89480876368
7503912193849413608;7125.415903370328;74.31098201020139;48.07969520988225;-46148.83356571204;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.01;0.01;[200];[8];0;2;3039279533.736348;-37881.25684529732
6085509221158973474;7119.922796605989;74.30955503542143;48.06504567580853;-57157.344935007044;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[100];[8];0;2;4745178097.12956;-38461.62465126501
3292142765687388351;7056.6023184724745;74.29295006164148;47.89396319715377;-8421.579348976255;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[50];[8];0;2;15873287598.631886;-7294.635814325171
4315751140662600016;7117.210976230128;74.30884380236078;48.05789336779986;-62072.41087977039;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[125];[8];0;2;6497324058.657343;-42677.29046174764
3498137885677310731;7118.910669099301;74.30929151299895;48.06246956674964;-63064.836681930254;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[150];[8];0;2;7980775319.643344;-38230.3175899206
94682107514432178;7120.675500382929;74.30975908932633;48.067092420811406;-60016.13743633521;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[75];[8];0;2;6265844413.931387;-36692.58417773918
9115545879562757790;7117.8931179020465;74.309031594159;48.05972832679576;-58701.63369818474;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[175];[8];0;2;4782032326.903004;-38837.16593208807
6147409117941280219;5727.893560352196;74.30821193590569;41.33926206819284;1616.541440409494;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[50];[8];0;2;375.22700144314047;1611.9088541571768
5385277039659609185;7125.414555666037;74.3109907108465;48.07978960025189;-47352.6702417496;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[100];[8];0;2;3902079856.3354974;-34930.26020413835
890763315862604611;7119.398505733923;74.30942443377364;48.06375090012725;-57054.66388405018;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.05;0.01;[200];[8];0;2;4957564631.940589;-37101.405413026056
4202099555681406391;7120.645135342197;74.30975058620938;48.06715676344369;-53001.62819968814;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[125];[8];0;2;4770379784.033624;-36837.387493700415
5344481217326696282;7107.104245757706;74.30620276098395;48.03079708120041;210859.88923525024;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[75];[8];0;2;637118947624.6029;-40692.36209204228
1472307431920793547;7117.909417117795;74.30902801774967;48.059830417520274;-57613.85965115123;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[150];[8];0;2;5013156587.351363;-36996.61849768671
5452835678662547940;7055.369934532401;74.29263848866515;47.89073325653027;-14804.530915523312;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[50];[8];0;2;24818592539.603806;-7581.176698652362
6923697912282105235;7115.580938459396;74.30842848216031;48.05356971641118;-88373.50390437653;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[100];[8];0;2;21896818477.17618;-40506.88154611766
5657166719463092254;7122.416015617566;74.31020887244252;48.0717911517544;-61588.89938125529;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[175];[8];0;2;8813984509.670935;-39415.02698921846
2458784183249260078;7116.726895316466;74.30872533145029;48.05664684603063;-70214.58532163572;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[75];[8];0;2;9946811813.18932;-39910.20306261716
3960981279462982214;7116.721085785792;74.30871571632295;48.05658170926494;-90773.94147533936;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[125];[8];0;2;26595677972.593357;-42731.67142436845
2794923553073450321;7120.9392669792305;74.3098256239174;48.06787798793201;-65539.8941561956;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.05;0.01;[200];[8];0;2;10272965128.663944;-37864.4412690139
4124331000595111328;6507.1382130479715;74.13726369727162;46.196064516680295;5388.668307085073;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[50];[8];0;2;45173.14581938425;5385.425035767531
5227464416462857741;7115.570744638417;74.30841892137934;48.0534837798743;-102920.59271761803;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[150];[8];0;2;37077382282.28813;-40364.677987471194
6958026099635682976;7119.994278813884;74.30957732265956;48.06543817386161;-46127.70851544773;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[100];[8];0;2;2446689450.4415827;-37092.34918074572
5187653884145296001;7109.886905140088;74.3069182591897;48.03893029220749;-44324.21054560865;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[75];[8];0;2;4676592450.554691;-54281.42793193211
6802476243429585684;7111.584330230532;74.30736528579517;48.04341090791315;-45430.53568818853;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[50];[8];0;2;5924232697.8042555;-51753.48433647053
1899463767815777035;7118.011218846116;74.30905756545408;48.060012618701414;-63174.58355153513;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[175];[8];0;2;6473565843.11473;-39589.11274111669
647054040850574443;7120.106574861995;74.30960420843687;48.06570318302508;-60883.777960526946;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[125];[8];0;2;7866533831.819082;-38083.607078452565
7868259995482081011;7113.559723070532;74.30789791629753;48.0480899843325;-95857.77259978364;IM;71.97911835;0.0;0.0;0.01;0;0.5;16;0.1;0.01;[200];[8];0;2;25686512728.887856;-38878.839043436295
6144441734456330801;7111.811879590301;74.3074253348783;48.0440798029306;-35969.69777136388;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[100];[8];0;2;9173716605.647764;-53305.31617515597
2596645530212367375;7118.968809158301;74.30930673729898;48.06257360432162;-59823.88354900716;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[150];[8];0;2;5839697852.165426;-40680.72123684533
6338320588444579426;6503.2186558488265;74.13604258654883;46.18201933728;5348.6279002221145;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[50];[8];0;2;46320.689155935215;5377.999541658065
3596405219602793310;7113.5721397486905;74.30788988035033;48.04879998046452;-13750.979102638066;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[75];[8];0;2;27276667305.60719;-50925.204124916025
2185851750149853709;7111.01767099227;74.30721529869199;48.04192831752403;-42803.292877272776;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[125];[8];0;2;5274527251.161243;-53716.451167304745
5349700962837727671;7119.100890781525;74.30934660140795;48.06307166731057;-48446.670805327325;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[175];[8];0;2;2873048495.664019;-37639.364301285954
4511514557442353772;7112.312265193653;74.3075636024999;48.045452132598825;-32293.834968176496;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[50];[8];0;2;11430649914.5112;-53652.04625451415
734719746996425911;7114.7390477567415;74.3081983911176;48.05191197960026;-34497.599000884606;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[100];[8];0;2;8251323066.24675;-47444.70527742416
4082564919403292332;7109.0182730321785;74.30669440961879;48.03663486351541;-38632.06597174133;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[75];[8];0;2;9345975760.318989;-57021.94047758165
4389013129731117341;7120.0377990013385;74.30958858176467;48.06551951090254;-71482.3568874485;IM;71.97911835;0.0;0.0;0.01;0;0.5;24;0.1;0.01;[200];[8];0;2;13327777255.238379;-38416.24177711381
6258120892830831316;7111.825397815543;74.30742729448306;48.0441632861183;-35297.0550918072;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[150];[8];0;2;8389655718.804774;-52542.80851620635
8308546352625346427;7117.889510989841;74.30902795713256;48.06031720594066;-30080.189493091755;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[125];[8];0;2;7954346037.534795;-44348.13253815497
3282584300536132464;6511.946528548854;74.13877799726525;46.213040036050295;5441.391511997148;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[50];[8];0;2;57590.84983538139;5456.011014875941
3364513662879210186;7112.124477566262;74.30750476210099;48.04493621646949;-36487.67026984233;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[175];[8];0;2;7264718149.672956;-55437.61990507739
6214900548358328811;7111.039442958981;74.3072250705877;48.041962138096224;-44200.94220173703;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[100];[8];0;2;7369590606.859217;-54047.48566742887
3143491332656922522;7114.85317661696;74.30821979627231;48.05223550189982;-32724.43659071729;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[75];[8];0;2;6001369347.884619;-48250.00501703487
9066023505410040558;7115.354228931692;74.30835288113124;48.05355326521754;-31547.94395105371;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[150];[8];0;2;7779730034.072586;-50667.58688970229
5886813837824051739;7110.945374702994;74.30719854224233;48.041699324701774;-44949.815193067574;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[50];[8];0;2;5340737353.582774;-52400.796368775584
7643144260500836567;7109.962409848502;74.30694050566805;48.039118664554394;-44496.343883573645;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.01;0.01;[200];[8];0;2;9766321620.08536;-54028.07432574527
5623811032599696105;7110.356529393006;74.3070512771608;48.04019230925373;-34457.94440077503;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[125];[8];0;2;12105062486.935457;-54467.101236256996
8256518090280350147;7107.151634629954;74.30621392184756;48.03158924274394;-47362.87935207448;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[75];[8];0;2;7845895298.763817;-56935.17829019747
6539920178218472135;7111.682313852054;74.30738850685029;48.04380348613568;-18773.32110087662;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[100];[8];0;2;19387077305.610695;-54658.408984639726
3184898066498441788;7115.097113083271;74.30828995534831;48.05288967145836;-23727.38494373136;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[175];[8];0;2;12519678194.964264;-53369.340059320035
479254188911175080;7062.285000091337;74.29448251854896;47.91003881439699;309051.76232148573;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[50];[8];0;2;721800751787.787;-5888.977442866679
1234912706698235352;7108.577591325319;74.30658022998145;48.03537598140597;-50911.43125934037;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[150];[8];0;2;7963777927.193125;-54717.772261130245
2710830133776949815;7108.103162356022;74.30644886121372;48.03414922866639;-48180.87287936873;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[75];[8];0;2;6320937029.058055;-55190.72783919404
8680080962039083111;7113.8110751814165;74.30795077127968;48.0494744908685;-5805.736428468647;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[125];[8];0;2;30665682497.918873;-52930.2510220839
8145141341264435759;7114.195094873491;74.30804770639512;48.05038013571458;-41760.6522695959;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.01;0.01;[200];[8];0;2;3705299646.609243;-50678.87627727416
8135231887529797165;7107.369900175445;74.30626426435511;48.032190618361476;-48353.3185500028;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[100];[8];0;2;7451338279.038908;-57239.15265511967
7029841996431353093;6658.742430490604;70.5753064233964;45.82366932981453;-81233.79477720523;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[50];[8];0;2;9681748709.219332;-45497.12940171322
7758750277054476594;7108.677617289007;74.30660949654789;48.03568211940484;-42283.218289108176;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[175];[8];0;2;13065799230.022617;-55287.12218804854
7077557270187346932;7114.253197182314;74.30807418875513;48.05058603815434;-200844.79464244234;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[75];[8];0;2;101791645309.93674;-56057.40633613859
7737839420514444792;7115.163842997885;74.30830427875273;48.05301123764225;-34037.42685119195;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[150];[8];0;2;5912823373.570049;-50836.32997363039
8278189951509485351;7061.799877430775;74.29436028519736;47.908764981012;-502851.18238940474;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[50];[8];0;2;1297075734372.4211;-105774.84620871206
8453833605886024766;7112.58192580801;74.30762455404636;48.04604015535605;-51451.65895484871;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[100];[8];0;2;7201273372.478231;-53585.82375242118
5918482522194694090;7108.709052853619;74.30661908136669;48.03574255187927;-49062.62306695542;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[125];[8];0;2;8543440691.496147;-56832.60814078261
6206040849196099621;7112.521743478438;74.30761281104951;48.04597710021694;-38413.55564465541;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.05;0.01;[200];[8];0;2;7134979676.724086;-51613.000000403365
8150477083994452024;7120.411917543073;74.30969135388949;48.06710286934559;-114126.2785860893;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[75];[8];0;2;22283401585.584637;-49824.704216810525
8092023315469535183;7117.269677017286;74.30886891665537;48.058647413778935;15795928.499502916;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[50];[8];0;2;2269487704586431.5;-46345.223419672664
8287268355718879263;7115.313044699382;74.30834329944781;48.053514242023745;-29464.226045661297;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[175];[8];0;2;7422056750.538696;-46570.28399395592
5303104417562359749;7112.5908545127095;74.30764185082435;48.04611657547354;-202858.98249289693;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[100];[8];0;2;65700254127.79411;-59012.36990352392
5082226158659700175;7106.805918360206;74.30612040637304;48.03062514031372;-53635.91486516384;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[150];[8];0;2;5725955735.3765;-54617.0093980668
1444168205444795623;7111.498304943785;74.30735152205389;48.04328399357519;-35564.81222720916;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[125];[8];0;2;8494970262.551953;-49424.094515204546
3615206118388390565;7112.723743058237;74.30767765463229;48.04642180872529;-120728.22469651874;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[75];[8];0;2;220553291762.2684;-47014.44100802892
706740844078395986;7062.526234571628;74.29454736631224;47.91071461396155;47136.85751797106;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.1;0.01;[50];[8];0;2;256994949691.85123;-82177.57679660196
7343145133937677287;7110.267955546939;74.30702311006324;48.03995288786028;-43651.57617413139;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.05;0.01;[200];[8];0;2;5628566661.994321;-50136.15057366875
5662883551301653649;7119.491184578177;74.3094504270163;48.064593275808186;19164.05994330831;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[100];[8];0;2;72832603415.7436;-43349.34956958196
5185443743738003362;7105.216026262312;74.30570190690982;48.02642221389714;-51314.61912954888;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[175];[8];0;2;7719832118.797643;-56886.989705409884
1096990355512022223;7112.964678926959;74.30773499737062;48.047110442946874;-665216.6861913165;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[125];[8];0;2;1872991252756.0715;-56351.60969214175
3119492683850273699;7113.193859878634;74.30779084244833;48.047719591110265;-42834.559407127526;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[150];[8];0;2;5080585111.98476;-48120.54044881725
6748294603864897570;7115.1498138456545;74.30831072924903;48.0530880122735;-115762.78847877888;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.1;0.01;[50];[8];0;2;16300815341.379055;-55526.05982112579
345698950981011693;7114.905903104064;74.30824632357259;48.05226839853452;71629.31324054867;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[75];[8];0;2;263558870042.90527;-48909.47267114704
4551137860121387166;7111.324016327298;74.3073059170868;48.042765745797155;-493043.6095531959;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[100];[8];0;2;1012585900782.484;-55701.409668018634
7712842983569673423;7107.991788755689;74.30643130629043;48.03383751027786;-47724.92620463211;IM;71.97911835;0.0;0.0;0.01;0;0.6;16;0.1;0.01;[200];[8];0;2;6023325630.007757;-59855.79141038359
4009856905493022832;7107.757537227686;74.30635535096482;48.033460206806346;-91187.63131891734;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.01;0.01;[50];[8];0;2;3906726046.9082437;-57348.68912875991
8883499049140604752;7109.569379131293;74.30685462272345;48.037960250122886;93349.08629846692;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.1;0.01;[75];[8];0;2;134022036611.86075;-41602.04347026977
8929606155672571946;7121.219207155882;74.30990816142476;48.06921483322505;-92192.33549324927;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[125];[8];0;2;6526357625.574955;-47331.1688656769
8947003790816098129;7112.032363816534;74.30747907298898;48.04466640718615;-38511.396057858;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[175];[8];0;2;5141939008.971827;-56435.34854848625
15924051545677497;7115.008513679604;74.30827476240198;48.05262405981272;-691993.0765618794;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[150];[8];0;2;3239680364123.3193;-51235.40748276985
6611470139124314076;7113.716140723502;74.30791240065079;48.04944477587454;-77069.96517648463;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.01;0.01;[50];[8];0;2;2517302669.512847;-59919.31214692701
3019150958457528522;7114.85979961909;74.30823661856469;48.05221026407907;35575.56057302958;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[100];[8];0;2;143679240726.36255;-45787.505370534825
5560163937528668122;7113.23148762181;74.30780647539127;48.04779124017612;-1473564.9689811708;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.1;0.01;[75];[8];0;2;16625248520519.656;-58774.83905701974
1659442220980953577;7113.581738272094;74.30789774489743;48.04879784697103;-276695.3153300365;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[125];[8];0;2;187522916646.69165;-56615.92036789036
1447552377309958762;7113.270050644021;74.30781448312015;48.04794488534388;-32531.36940625107;IM;71.97911835;0.0;0.0;0.01;0;0.6;24;0.1;0.01;[200];[8];0;2;10847494442.722107;-49472.104616784134
5813420829213388819;7116.130720948061;74.30856891423069;48.05561095942604;-191709.4639836176;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[175];[8];0;2;106736340322.20157;-55051.57668258885
5320386075777378536;7117.369239300388;74.30889528091653;48.05883713965328;-245717.69809267708;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[150];[8];0;2;178381086640.2371;-52247.386392495886
2584481968220557591;7106.794114164884;74.30611008265261;48.03084418298754;-119910.93277398711;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.05;0.01;[50];[8];0;2;17899419223.61702;-65892.01369134171
8979413305039623916;7114.883591560853;74.30821914516098;48.05260064426416;-70123.13457972916;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.01;0.01;[75];[8];0;2;1289701643.989681;-55055.90331909199
7971358407920687291;7112.39541101878;74.307590580248;48.04563359926094;-23248926.360623874;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.1;0.01;[100];[8];0;2;4821706151507291.0;-55420.91584199494
8910162746921103647;7114.697116862849;74.30817554160353;48.0521142825666;-67882.95664051376;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.05;0.01;[50];[8];0;2;744091957.1290463;-57160.112578150045
1599485723076723416;7115.112619221525;74.30830768689734;48.05285336010351;-182826.4076744261;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[125];[8];0;2;53015448858.47926;-53468.25988040434
5231391147867945168;7109.533073647617;74.30683670827803;48.03796598922703;-43373.36938111122;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.01;0.01;[200];[8];0;2;134493700581.0004;-51387.545536160775
2499589683450093668;7112.849758008944;74.30770416834596;48.04683388593398;125541.6140769942;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[150];[8];0;2;440865614229.8126;-50986.673821959914
9116407312952880313;7117.9919229872585;74.3090377342539;48.06094136227106;-61443.10080030918;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.01;0.01;[75];[8];0;2;352109894.05949676;-56686.437495549064
3257549489020086283;7119.149968747093;74.30936642738251;48.06370248173475;-136021.83191373263;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[175];[8];0;2;31425356294.072987;-46636.28347068887
8543757460982762095;7112.400855217112;74.30759730038592;48.04561693158339;-176172.2960848185;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.1;0.01;[100];[8];0;2;43170081534.36101;-57315.173525810686
2198499734640969254;7106.757128415817;74.30610316707677;48.03076135714839;-108729.62689550882;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.1;0.01;[50];[8];0;2;12393854996.959648;-64970.28406310769
7744068970662529919;7109.965863722777;74.30695211802457;48.03905673841505;-82550.88533126381;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.1;0.01;[125];[8];0;2;47638752808.71394;-52476.03861370917
779894708494808773;7109.933611761437;74.30693569705925;48.039230526618795;-137273.9338005096;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.05;0.01;[75];[8];0;2;41172938166.48428;-62842.996303548396
3622663595895702996;7109.988047773162;74.30694441965196;48.03947947412303;-77033.02904359772;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.1;0.01;[50];[8];0;2;1259446354.1194615;-62551.054949662706
6152756039476928398;7111.373118139085;74.30730250058124;48.04319488608418;-75014.70431635721;IM;71.97911835;0.0;0.0;0.01;0;0.8;16;0.01;0.01;[100];[8];0;2;1258766989.44445;-58647.98289134147
250743056759145539;7117.9513652575215;74.30904584544993;48.06052465687265;-189108.9566427692;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[150];[8];0;2;125536014040.3344;-52160.96887495091
547270992867472283;7119.234497023006;74.30938799557634;48.063905245853405;-167556.18311340275;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.01;0.01;[200];[8];0;2;74994108228.50407;-48037.99064296465
8604485526026686265;7112.80518176218;74.30769579900468;48.04668508158068;-297098.43904438114;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.05;0.01;[175];[8];0;2;282424647916.20886;-58599.7884890033
672658236156456915;7112.874577785384;74.30769453649665;48.04715291391925;-90085.34906137253;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.05;0.01;[75];[8];0;2;7032151842.333781;-55526.39111481076
668322379383351804;7116.787069396113;74.30874641366215;48.05734766562225;-516935.5930542943;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.1;0.01;[125];[8];0;2;1601484194098.2886;-52119.40874904617
5868533150775232766;7115.008450608501;74.30826053514888;48.05289814068516;-75227.92173606524;IM;71.97911835;0.0;0.0;0.01;0;0.8;24;0.01;0.01;[100];[8];0;2;2397762639.5534434;-56663.1462928618
8924365712470606289;7109.201563713214;74.3067561303754;48.03706043424077;-41917.56510859232;IM;71.97911835;0.0;0.0;0.01;0;0.7;16;0.1;0.01;[150];[8];0;2;70649429844.98367;-56320.36565823667
3708364731775152847;7114.016736056839;74.30801379843949;48.04978797196623;-53257.06822873935;IM;71.97911835;0.0;0.0;0.01;0;0.7;24;0.05;0.01;[175];[8];0;2;28063875915.616966;-55613.69450252326
