num;Mean_mse;Mean_mae;Mean_mape;Mean_aof;sequence;hour;tr1;tr2;gauss_noise;sin_noise;train_percent;layer_size;reg1;reg2;epochs;batch_sizes;sqrp;last;Median_aof;Var
7805804303003610869;10445.923482944532;66.60949679440004;41.4894607616774;823.5104992360696;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.0005;0.01;[125];[8];0;2;47218.29545196941;759.9851512656339
5931682836567913273;7424.013726566729;60.419593859682195;42.71916783640571;626.0480583137562;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[75];[8];0;2;840.0267021086149;614.4077651287926
4619319182593295321;7788.7630648091335;50.70791862758854;30.199361560793797;1031.408160596231;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.0005;0.01;[150];[8];0;2;22310.971083263794;1061.2975106707277
2871505671956155948;9416.072844787406;70.90534287055866;50.43226962027805;613.5856901779302;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[50];[8];0;2;0.98598766008895;613.3379613994671
3910741248368549821;10952.138020967268;68.480230092349;42.4261356016147;760.4817004664905;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[100];[8];0;2;31685.46752828178;627.5434089162009
3790864939943351528;23297.645669994974;105.2880578813487;53.086661373980235;867.308979529558;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.0005;0.01;[175];[8];0;2;43596.86264582033;997.7524144216109
566148456893228149;7183.509194054635;60.18728963061541;42.14525501474022;673.5740448844548;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[75];[8];0;2;14233.44810407733;614.5157873684136
6344404236956353945;7357.35758915608;50.415584460284435;30.163751927735312;1050.7436901361348;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.0005;0.01;[200];[8];0;2;22675.44713987728;1088.027864031089
6106753659685029232;4218.585007585103;42.80372297451905;30.216936790330273;914.2823544197266;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[125];[8];0;2;41425.52375196912;1006.4552721412899
8889351399785518075;10637.596298443768;74.64223174865938;53.496971762427094;613.5199200396462;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[50];[8];0;2;0.5714695036169286;613.4816265046476
7754488356031278870;3702.365699781597;39.7149932880759;28.014543471589867;845.6746223967709;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[100];[8];0;2;33942.746555605736;948.148223559587
5009472962486146417;4560.592000915193;42.93181377583973;25.025119464937777;1057.654306606585;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[150];[8];0;2;6642.880501669397;1020.5714367710727
9014703170905332168;9402.237663892713;68.13581160274256;48.49416048264033;624.1053834858938;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[75];[8];0;2;937.115212226118;613.9817608474468
1040436968491575128;1748.6032393004211;31.919351484742663;22.481816711971984;1140.9848395149643;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[175];[8];0;2;8608.70206703883;1127.3061046992475
2399154847581051269;10065.03861729183;73.14347579650669;52.19367388105792;613.0947579191245;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[50];[8];0;2;0.19645077359304938;613.0067827617835
5184271650040733428;4897.307710272493;42.41279589770576;25.200383124485775;1072.9549941766381;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[125];[8];0;2;2848.092828604382;1074.3624892315534
6534505971686877950;14261.701005618805;74.40929424521032;41.332904452344806;1084.4138273520978;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.0005;0.01;[200];[8];0;2;80548.74271894904;1100.80896581786
5168340690922347899;7217.136690642163;58.3752435264847;41.51786291562111;724.5289373890957;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[100];[8];0;2;29157.814176910284;613.2293173134584
7736231841122902181;9412.300730772871;70.58030641954225;50.25564259649356;614.6245662244077;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[75];[8];0;2;13.097678518598508;613.3545172601644
6459218763805237637;4193.38591189446;43.17623240392487;26.73623554616828;1226.3969852550922;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[150];[8];0;2;115444.64229426468;1096.134582004976
1761168248084617541;9167.849788888987;69.76826652001014;49.60810897228469;614.3238408609016;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[50];[8];0;2;16.552343471521844;612.9097362064472
2750710857387484035;3837.351580289784;40.712637911593944;28.512731823036198;883.6388115270029;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[125];[8];0;2;33897.8041974927;951.4591304775138
1738855390459154768;2309.9954046778184;37.130456269146485;25.65329198785601;1328.4149592177857;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[175];[8];0;2;134259.54948952748;1180.2587136547095
4216083614840736188;5326.99458288206;49.26485422225838;33.77490813645488;778.8082813937364;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[100];[8];0;2;37305.77209284799;670.7138712558748
9142009901702997577;5849.106573606043;57.476628238746514;38.531169479549774;703.2377673922548;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[75];[8];0;2;26122.166836447803;620.821476540911
1603818406033958993;2624.5771741195176;38.40068339831186;27.318949520502997;1436.2092764441238;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.0005;0.01;[200];[8];0;2;61794.772337391645;1497.4998285746215
4357617976072093132;9757.329455738785;71.55508791469545;51.15750412815774;613.4225647573815;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[50];[8];0;2;2.139108436249431;612.7089997106543
4166547446356155960;9201.76788764879;61.38081199267134;37.66071951427735;470.78597754270976;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[150];[8];0;2;1906003.6639854733;987.6161893879266
8936509475116925343;1186.9132821194405;26.847234861295334;17.97211923152702;986.914857604596;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[125];[8];0;2;6177.824912526025;993.457220631439
3768037756232288588;2696.5605403342697;33.45883608092987;22.860306071005947;872.9605482966659;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[100];[8];0;2;23641.17526588654;891.8713210370529
8541927336322332424;10228.519023316368;74.00798746892836;52.819423852922036;613.0038073590124;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[75];[8];0;2;0.21353074984947212;612.8354752721134
2878412068117775610;8592.133363287072;53.36429279471089;31.76115142838446;1112.2039978673754;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[175];[8];0;2;107278.44649274096;1064.07693005089
7913733670712572299;10158.053809140325;73.35011868375607;52.306076138145556;614.040677092685;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[50];[8];0;2;3.2341474807559942;613.371115502303
1369561911424707624;9515.356958327142;59.54009827639946;36.3382797016699;933.9930294870959;IM;71.97911835;0.0;0.0;0.01;0;0.65;20;0.001;0.01;[200];[8];0;2;2588252.912742422;1134.97450999783
407700252371745197;7668.94086470608;51.16213921024361;30.441729412092098;1047.0620924566222;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[150];[8];0;2;25773.343385428707;1063.898789406463
7066957567835087805;9104.403503391724;69.96299335032279;49.72322468652305;613.1672378511971;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[50];[8];0;2;0.8327920142725314;612.6394582213749
1362772640747037327;7219.448240992725;53.00340978433002;31.622363935406913;1186.1683548888009;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[125];[8];0;2;176656.9669360881;1076.3041830870084
1688843788527388094;8187.599116832607;64.16715743611921;45.52854975403359;622.4501470128165;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[75];[8];0;2;737.6378101192329;613.1836483218899
2608958997707860936;10149.197493324402;64.74575716093784;40.377525536690975;745.7173832307783;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[100];[8];0;2;27018.36624544205;616.7201633499985
8504755843312234215;14619.478535300485;73.6085736647696;40.72544899263924;996.8694646525373;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[175];[8];0;2;37134.317172731724;1076.93426957478
3498930395289838426;10133.778879834581;72.9620217328365;52.212413524352655;613.274631298728;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[50];[8];0;2;2.320910483637098;612.6946430012542
5939357009323000258;6149.218432507606;56.672691278539205;39.17713901107261;689.3502135974986;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[75];[8];0;2;20584.466748515482;614.1685819621028
3919872912160191489;17695.42291926081;87.8553772576214;45.797671169832725;937.6562743534068;IM;71.97911835;0.0;0.0;0.01;0;0.65;25;0.001;0.01;[200];[8];0;2;47138.01261872513;1050.2041886484421
2791972084342852714;1840.8151038220483;31.636169194897338;22.18720410020855;1172.5478564719094;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[150];[8];0;2;80099.53531501672;1062.4852194732473
4323340000153552094;2608.4249432440183;33.63527294165455;23.51573448562051;921.30943662514;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[100];[8];0;2;31530.68450593758;1002.0965866398992
1559244919850796470;4774.079739483817;45.86923095219736;32.58240125275994;868.7089927287343;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[125];[8];0;2;44786.285612122185;994.3411669400648
5054127450587364983;10002.865849872824;73.01309372034777;52.07204829188596;613.1565095440601;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[50];[8];0;2;0.7966269304463921;612.6791500273389
2641766328322211582;12279.553790584234;68.64118280061292;38.053571998739116;1195.2164967905023;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[175];[8];0;2;109042.2818075311;1125.0593927162906
7731543316098610314;9966.70823678224;72.87908624048089;52.0116266809887;613.399043904977;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[75];[8];0;2;1.3990339253149857;612.8820898048373
3583175365713418619;1237.305448209518;27.76619219897526;18.74809495039612;1003.5300892611983;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[100];[8];0;2;3084.405087884548;1022.0094614746354
1902824419058255572;7667.835466221157;48.694473677726464;28.66620173942144;978.2685805249699;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[125];[8];0;2;15646.573526179334;1020.6489087143603
2049117912506521555;1832.3436092263178;31.781044020456665;22.244188588222954;1725.712847438873;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[150];[8];0;2;4059709.760370833;1041.9464354917618
8909931228956986799;2174.456417885125;36.02537530872901;24.919571885879524;1264.6324740234115;IM;71.97911835;0.0;0.0;0.01;0;0.65;30;0.001;0.01;[200];[8];0;2;61513.42458896409;1142.3599372076806
6888247869536175985;9620.91055471273;71.67504645995885;51.00209753417627;613.832271141353;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[50];[8];0;2;2.262318282387934;613.1346574531874
854723109960059875;9810.226413748052;72.63244903623232;51.388471065162705;615.4566182333623;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[75];[8];0;2;11.819016675181329;613.9641046094387
4804208716977599553;14885.20039572705;75.17699123356428;41.73761819782905;1076.6930146921065;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[175];[8];0;2;77331.10098845272;1074.7711841868065
8883387568914092147;7111.793141204516;57.84768983004831;40.38342697052438;759.108932107847;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[100];[8];0;2;32374.863366723363;615.6905867477797
2194649879066509568;11263.201397780249;76.91499672053608;55.14102638078259;613.8490405343817;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[50];[8];0;2;1.3115625318882154;613.4273101861155
5457853339579572135;8571.158403575171;54.13311758356535;32.558197791930255;966.0280950661776;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[125];[8];0;2;31374.605203416315;1035.1186059204492
464487296302413456;14836.821055405668;74.17892352143365;40.94499899219753;1025.833779589604;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[150];[8];0;2;50962.365059236894;1085.401872158894
5499452773743651709;7582.64488436524;64.02685662488406;44.74469032434602;658.2424520067424;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[75];[8];0;2;16304.151386392163;613.1844970805521
3136638261820636797;18857.13184776815;91.08083696949963;48.31895253477668;996.4008178662938;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0;0.01;[200];[8];0;2;75960.182023908;1038.1511606833947
2824136716236775588;6889.5198174032685;58.66808522942936;41.65325695951471;790.5184879566098;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[100];[8];0;2;84432.24560640188;614.3727219480734
6016180775913464331;9827.702461312121;72.1223332220396;51.384952709123034;614.0843781737195;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.001;0.01;[50];[8];0;2;6.518256209357875;613.2763684287694
3500902802377670887;8306.08454738295;54.00191827045713;32.55350383298962;1119.8658965697923;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[175];[8];0;2;45646.272294095084;1128.4444199176626
1414043838294036787;13057.568819307802;74.00689228913548;41.451665396939006;842.3898090959153;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[125];[8];0;2;36424.55533315174;940.8527558556939
8515088426743801325;9059.32888512925;69.43741249943422;49.00304633706027;617.1773189869658;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[75];[8];0;2;77.810094512268;614.1256731252064
3134193607271509816;7530.304083333304;51.522008198385194;31.044655215896256;1078.3118019006804;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[150];[8];0;2;35921.07443988243;1078.3233298100986
919156330237936931;8381.37291872662;67.02498019425823;47.56686485663214;614.1218085193788;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.001;0.01;[50];[8];0;2;2.6068841981824225;613.606833665581
8227484037853736196;12353.023136968926;68.80232530998845;38.440083630894634;1148.6171161733196;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0;0.01;[200];[8];0;2;39139.52924646698;1169.6243571144944
5556633123475787783;2268.4283308821527;32.01417916722475;22.37504241854197;968.5870706877589;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[100];[8];0;2;16497.25442645603;991.410058095732
6525980492359010747;8040.848691115918;62.863374447332525;44.72051453549083;700.0572813170377;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.001;0.01;[75];[8];0;2;28901.065249223386;614.1533064428872
6304469176181287862;1442.7562141739809;28.631732631317334;20.09584869029431;1083.5621203587375;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[125];[8];0;2;34683.06708932261;1042.0769226576858
320070166571564878;19983.91906715235;95.35376795703408;51.09863252529342;1098.0091398726213;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[175];[8];0;2;142485.73592581882;1126.9991098718613
2824899224772590888;8855.353034109166;68.58078075978845;48.88857713125942;613.1122391207591;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0;0.01;[50];[8];0;2;0.28712157063356314;613.0144478210495
3985298984761934582;7335.441332467677;47.91444499117036;28.200863211906515;978.9851497476724;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[150];[8];0;2;16977.26314756623;1015.7739172790373
5478068215260598127;5643.662333850236;50.77724651486893;35.602990908039786;761.8721733109162;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[100];[8];0;2;30933.233011316323;628.6955230319384
6644427363479265948;6719.680653551142;55.5988100339287;39.48219322507324;663.168554115635;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.001;0.01;[75];[8];0;2;10196.74544726119;614.0955565895679
6171851333897660937;12168.735739171185;72.04930478047005;40.97747843006666;1587.9642291004961;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0;0.01;[200];[8];0;2;532909.4899710123;1309.159019793277
6620206174762333925;9066.357906811243;67.56501788425105;48.07740635812836;638.1146348458062;IM;71.97911835;0.0;0.0;0.01;0;0.75;25;0;0.01;[50];[8];0;2;5592.16660008717;613.1290299606165
2843351471240789065;1482.3814056241904;29.25630258481774;20.55308130946983;1078.765969914745;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[125];[8];0;2;8573.345360737318;1053.993925103998
1129103483531176196;1498.7522837947427;30.539122612835495;20.977762624902063;1068.1007779893716;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[175];[8];0;2;1963.928897772374;1066.5743134361705
1984554287557180675;4245.255762311871;44.15719776302156;30.3410172815101;891.1788016747608;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.001;0.01;[100];[8];0;2;33249.236609962056;994.0639877831345
7499271260907048011;1572.937455043823;29.85224078348216;20.982596652304785;1120.6448361941486;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[150];[8];0;2;50049.82016654844;1057.8735299905857
7403148132466831425;8446.061598215041;64.26874657882388;45.78518235302765;649.4028150010106;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0;0.01;[75];[8];0;2;9071.57061897847;615.0413834523454
7893506596723960099;9022.594220950117;70.30796486026608;49.45996298527241;614.7464114716242;IM;71.97911835;0.0;0.0;0.01;0;0.75;30;0;0.01;[50];[8];0;2;20.955093539316653;612.9334223076353
1171935608131402172;11816.133447113134;66.65730765437418;36.58322356615089;945.8496924633562;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[125];[8];0;2;31854.481020397077;976.8097972594757
2590537020373327467;8079.42367569046;58.334085679446034;33.44257916004251;1087.8199352164436;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.0005;0.01;[200];[8];0;2;39549.44565997096;1098.3714569572517
678378119396975921;15162.455143270936;75.61032045462352;41.958050619385816;892.3160749978139;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.001;0.01;[100];[8];0;2;33868.32698592639;980.6347601376558
2539734403552056433;14243.265268886327;73.13764883207935;40.57453483683976;1028.7370000724964;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[175];[8];0;2;51874.850625158084;1092.3670740761145
522138994627994267;8141.176318277377;65.6006275486292;46.08411081525103;657.0877027872277;IM;71.97911835;0.0;0.0;0.01;0;0.75;25;0;0.01;[75];[8];0;2;15439.352491170512;613.7510263783008
6058952138290037993;10092.395781077053;73.16455987504072;52.23342295534578;613.3057702205199;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0.0005;0.01;[50];[8];0;2;1.180876357529077;612.6705799618659
277408606462112779;7697.14391365982;52.79560195743203;31.949666671247464;1137.085324301316;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[150];[8];0;2;58555.952623558696;1112.3631266796704
4403937904902342650;11836.965065874087;68.01738340018534;38.06263737559143;912.4602886038143;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.001;0.01;[125];[8];0;2;44120.375708170955;996.8668088550564
5524331444979182160;10005.805943533242;72.981049361882;52.04824469718197;613.3756958328098;IM;71.97911835;0.0;0.0;0.01;0;0.75;25;0.0005;0.01;[50];[8];0;2;0.77626274191026;613.0607796028723
3876009724357834601;7873.9487861355865;55.48898366219358;33.91076271820622;1407.703045156581;IM;71.97911835;0.0;0.0;0.01;0;0.7;25;0.0005;0.01;[200];[8];0;2;430088.5071238694;1138.7476109079853
1695886210107518394;6084.968282334491;54.047140386920944;37.64866439654962;760.7305613248471;IM;71.97911835;0.0;0.0;0.01;0;0.75;30;0;0.01;[75];[8];0;2;32566.266584301287;614.868896203138
4721498886303602252;6724.834003239152;55.61290254424681;39.17423406678755;762.0952201434212;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0;0.01;[100];[8];0;2;34045.96794027988;617.0499814534044
1404145666702475730;2578.55565337858;37.85283129600613;26.760898283975365;1551.8746314217915;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[175];[8];0;2;417584.6254195537;1274.8282102593216
3658021755065801148;20545.656982272503;98.03306919222004;52.76752774279104;833.2531398664993;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[150];[8];0;2;48923.15947842422;805.1533243272424
5492156805649411667;10326.741546546538;75.60447997344673;53.29064721258336;613.5146044442479;IM;71.97911835;0.0;0.0;0.01;0;0.75;30;0.0005;0.01;[50];[8];0;2;0.8597750534989409;613.4883956159931
5119187424855943510;5830.072473153475;47.21384796790869;28.553587456775738;1034.3967864520114;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.001;0.01;[125];[8];0;2;22926.205646805007;1062.6072119624623
4121805693752881601;9042.064465112042;68.55319174080668;48.21400998009181;637.4612330133156;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0.0005;0.01;[75];[8];0;2;5003.25382099971;613.5635026961509
474213900718260733;3948.420215374196;41.425406090902754;29.311684606806303;909.9667473476377;IM;71.97911835;0.0;0.0;0.01;0;0.75;25;0;0.01;[100];[8];0;2;41580.60973141752;985.826357509645
8235054338113481105;2717.620495554715;39.91672838341691;27.878409758149207;1534.7858962678881;IM;71.97911835;0.0;0.0;0.01;0;0.7;30;0.0005;0.01;[200];[8];0;2;236898.38923035288;1382.518925214466
8527849248976925993;9622.801028657163;71.06341811376065;50.71550576867956;614.1536960123494;IM;71.97911835;0.0;0.0;0.01;0;0.75;20;0.001;0.01;[50];[8];0;2;1.7557635653597097;613.9199195426274
319597664350713121;13671.226310547087;74.49963173154272;41.70515536486387;1205.2680553793384;IM;71.97911835;0.0;0.0;0.01;0;0.7;20;0.001;0.01;[175];[8];0;2;221769.24307799232;1092.5288734806895
