;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];50
Train_MAE;Train_MSE;Train_MAPE;Val_MAE;Val_MSE;Val_MAPE;Trans_MAE;Trans_MSE;Trans_MAPE;Test_MSE;Test_MAE;Test_MAPE;Pred_MSE;Pred_MAE;Pred_MAPE;AOF
17.488943099975586;6.204028129577637;545.0560302734375;12.174063682556152;6.256667137145996;151.78854370117188;12.174063682556152;6.256667137145996;151.78854370117188;600.8721640343823;21.484518420842512;8.955412873574492;4595.736416479109;57.233507362060266;38.16616777456216;233.05950927734375
18.028770446777344;6.434396266937256;541.5470581054688;10.806879997253418;5.531231880187988;218.39727783203125;10.806879997253418;5.531231880187988;218.39727783203125;622.7236760691964;22.911251281101215;9.521578242559555;4241.568557803914;55.171619254650764;36.69689225047084;196.87747192382812
18.075910568237305;6.448033809661865;548.551513671875;11.116771697998047;5.709880828857422;131.97344970703125;11.116771697998047;5.709880828857422;131.97344970703125;1694.7948181084105;34.503494425465114;15.302646578165797;8234.398206728158;73.86061769281106;50.45591801942926;218.3459014892578
18.20916748046875;6.4619035720825195;585.0106201171875;11.169498443603516;5.741554260253906;127.99502563476562;11.169498443603516;5.741554260253906;127.99502563476562;61671.46775291318;154.94484791385568;75.29439550267051;67870.69476405009;194.41405025796934;138.13618412379728;-233.49668884277344
18.037181854248047;6.4257636070251465;549.4826049804688;12.810916900634766;6.5839362144470215;167.54510498046875;12.810916900634766;6.5839362144470215;167.54510498046875;1701.8467131494444;34.55108329852618;15.32319326382949;8427.645958618132;74.68251794790918;51.034515301270034;264.70257568359375
18.153902053833008;6.471022605895996;559.3442993164062;9.194066047668457;4.7265496253967285;88.10235595703125;9.194066047668457;4.7265496253967285;88.10235595703125;61945.07834307808;155.24013001887425;75.46249759087115;68223.52470292688;194.50371578677576;138.36564426708472;-234.5005340576172
18.021501541137695;6.423325538635254;545.9664916992188;7.0625529289245605;3.631528615951538;53.800437927246094;7.0625529289245605;3.631528615951538;53.800437927246094;1144.1259730255608;29.62777316543241;12.869065691249075;5258.66374153767;60.661952459171566;40.71499951984052;240.1749725341797
18.096994400024414;6.4440507888793945;559.1476440429688;10.267298698425293;5.2775397300720215;109.06326293945312;10.267298698425293;5.2775397300720215;109.06326293945312;61757.2081893517;154.9113670951717;75.31921056518595;68134.89721125257;194.45401371084492;138.30779827148393;-234.31565856933594
18.05635643005371;6.419927597045898;560.7351684570312;10.848304748535156;5.575892925262451;121.28137969970703;10.848304748535156;5.575892925262451;121.28137969970703;371.95786793725676;15.710455615251153;5.833537603360251;998.9120644925201;29.447781427965356;17.445579020401894;220.71803283691406
17.947343826293945;6.412261009216309;527.4804077148438;12.178263664245605;6.2588210105896;151.93040466308594;12.178263664245605;6.2588210105896;151.93040466308594;1152.6133048988115;29.762419102790552;12.946120729177052;54099.36616881738;174.0618867152607;123.41996391061956;15.540435791015625
