num;Mean_mse;Mean_mae;Mean_mape;Mean_aof;Median_aof;Variance;sequence;model;hour;last;tr1;tr2;gauss_noise;sin_noise;train_percent;layer_size;reg1;reg2;epochs;batch_sizes;sqrp;time_delta;epochs_1;trans_size
8854435928710149142;574.4623604190975;565.79772096531;557.6914863109303;-131.2877975463867;-235.4288787841797;28853.39993580061;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[50];200
604789921617751356;479.20609843256517;471.3108411740165;463.9150266951866;-22.984091186523436;-64.92454528808594;44137.188238149756;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[50];75
5536541588648432881;475.58853086747484;467.7065961099852;460.3435017609989;-42.480577087402345;-229.62471771240234;54221.191428978156;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[50];100
990000348252001753;531.167679836934;522.8460477479048;515.0548250921029;-126.52836456298829;-217.24877166748047;25707.125148684456;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[50];150
7897356221872974010;439.8781168526758;432.31266258249536;425.2307298366609;-117.10078277587891;-230.38892364501953;28328.787336429938;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[50];50
5011832230427826955;738.7799282823892;728.9761379812269;719.7718078563782;-73.00068054199218;-231.50999450683594;41847.33138885527;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[100];200
6493734196066596548;576.1078819358611;567.424286307307;559.3056780516459;-81.42963256835938;-235.32614135742188;49463.17249362599;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[100];100
2467302971223599947;536.2477692326149;527.8746943152131;520.0458099156069;-37.08922271728515;-227.0412826538086;56902.23980954294;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[100];75
865876283724263424;663.608835924095;654.3753426946934;645.6550219059372;-40.250326538085936;-229.8693389892578;57146.232923821124;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[100];150
7791680619285413718;477.47497138417975;469.5729310120948;462.19716370744516;-6.5048271179199215;-50.60344314575195;46374.824978143515;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[100];50
5252277551483822004;835.7237932151478;807.1478658726201;786.187066839753;-84.69507598876953;-232.7719955444336;50555.941678645424;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];200
6341573870086856347;663.2513346923517;653.9332407195704;645.2161199021282;-36.738894653320315;-218.98259735107422;57340.149098065216;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];100
2629949201875536732;603.3078210525476;594.4228631252342;586.1171186347212;56.02407379150391;237.03369903564453;57171.1969760046;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];75
7429947969640412932;752.333807319039;742.3528905718974;733.0680350709019;-1.3928909301757812;-20.82392120361328;57179.16817452592;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];150
2679845472583988601;537.4854884323399;529.10713121984;521.269046893835;68.71060180664062;207.61168670654297;43466.53967004861;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[150];50
1238785741189189578;820.7917339918582;810.496652864251;800.8674496232098;58.82438354492187;247.18173217773438;59516.85533629897;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[200];200
5014169678892368947;641.2906269354633;632.1406767161416;623.5730358081514;-30.251498413085937;-197.27349853515625;56750.128848901615;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[200];75
8104585866932987476;669.3797288502682;660.0235171662023;651.2732861293789;7.982557678222657;-2.4457244873046875;60679.21491352322;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[200];100
2594381125023216539;820.449714013138;810.0844156707743;800.3811995399994;6.499563598632813;16.59192657470703;59306.55815229169;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[200];150
6594801108957922140;531.1659525144443;522.828477022925;515.0369609490489;-39.65413818359375;-233.6129913330078;56749.660439467036;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[150];[32];0;1;[200];50
7470540073633717174;661.4309443395445;673.5439444088005;678.9318670394599;-136.02011413574218;-223.8163833618164;39999.49087822348;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[50];200
1779451265377428622;787.8091123118328;2650.15183367057;3666.328368805481;110.05715484619141;242.03378295898438;47326.25786265172;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[50];75
6262819650278457757;779.8435925216415;786.2121789095756;784.4664967063309;-56.48119964599609;-236.74878692626953;54757.483684223065;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[50];100
9140780583203605805;675.511702128665;805.8329857401321;2130.3166285446946;15.30701141357422;26.5950927734375;59115.41856296463;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[50];150
313434584752572881;1041.964192504996;1030.3473316771817;1019.4172821714374;-24.85445556640625;-165.37489318847656;61219.66283942365;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[100];200
2643103196405830667;953.870729190981;943.3983621920204;933.008570259598;2.1353363037109374;5.764656066894531;61615.313403714776;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[50];50
934607891472263393;870.8929931633651;844.835789466128;835.2774355815042;-35.84151763916016;-183.36380767822266;54804.32373876101;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[100];75
4797118541751865090;656.3893258616696;700.3723360157121;713.8170361310733;46.45301513671875;235.3113250732422;58543.51214592595;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[100];100
7615678294008393210;749.6630756099682;722.5579210313573;721.1828541906541;-24.113350009918214;-104.20171403884888;52445.37700326466;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[100];150
3773221491629428674;736.4316786220977;731.0995267831156;728.7366964276464;8.544859313964844;11.050483703613281;63129.297882664694;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[150];200
3604462786422236903;828.0622573555029;825.6510405116475;817.1530580614291;54.73911895751953;234.29840087890625;59946.277515539725;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[100];50
4050586233593195042;722.0696438139239;722.3206931196112;724.9975601347412;33.48461990356445;132.63593673706055;53374.269703079146;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[150];75
6982833491960087597;705.1091789008057;674.6662754184058;679.4979671311984;44.69319610595703;157.54901885986328;43871.830784902115;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[150];100
3800281273952457214;812.1221902278953;796.9944500435615;782.2298525848557;39.99138641357422;215.9383544921875;53820.65445511845;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[150];150
6391604600278131232;588.0524918132677;604.5656406940719;626.9148639522621;-39.92143249511719;-218.88339233398438;61281.16667395821;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[200];200
3218485018319309973;739.9005592928796;723.403220685149;716.451803340856;57.37520294189453;240.6458511352539;56562.80333470581;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[200];75
1987494369304856726;730.5128464603426;735.4196964764317;732.2458095466902;58.905555725097656;239.88944244384766;57170.83415420522;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[150];50
7684683784729878177;399.29048263616767;458.10141272136536;489.3818531953034;-161.31167907714843;-251.4492416381836;32329.029594040425;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[200];100
8074200492768336936;587.9878213505132;619.4184200640784;657.9637566951125;41.500341796875;198.4634552001953;57484.89458721327;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[200];150
5222434759576780061;681.1970221059275;706.4640977636163;709.7336478101936;94.77975006103516;235.43687438964844;52237.08634348633;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[50];200
7318889836080533466;637.622006178233;678.7030759038178;681.0231169033718;55.65003204345703;239.8602752685547;55086.88308880344;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[50];75
2119937232018635677;584.8286689327948;677.8573527553749;718.9867409774245;88.5584487915039;191.4676971435547;41587.883521781034;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[50];150
2854129184945073522;535.8178532637186;635.2450015704694;650.5554612049052;34.103485107421875;167.59912109375;56608.57417330155;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[50];100
9157567790079203975;809.7521509734718;761.3659218651768;725.6933965116677;-40.53329620361328;-216.60940551757812;61281.40377737683;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[100];200
7561631355152095752;725.0553848332532;696.8734015243924;688.6337798549139;62.24820251464844;224.2950439453125;51707.75749271008;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[200];[32];0;1;[200];50
3787632313934482499;683.2922639340514;713.3629294741728;716.6172128312203;-13.694100952148437;-39.033119201660156;55213.35564539919;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[100];75
5559393949127994798;646.4318998886902;905.4467072353276;2241.8672355483077;47.76108245849609;220.74536895751953;60739.09644182961;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[100];150
3228658658342750550;574.7817210407936;628.7234994406086;641.0037240351496;-3.4822036743164064;-15.682441711425781;59891.12876448575;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[100];100
5535556264620858861;568.7437961633423;600.3586268580236;609.6519679936524;34.22633018493652;113.72274971008301;41166.7076202667;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[150];200
5293970037636890596;635.7135243478081;621.7312432332569;627.3223571886475;152.5814208984375;245.61579132080078;36877.40405960158;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[50];50
7643548502280896315;637.8610569848521;674.9164658927441;691.3564518948331;4.313151550292969;17.519424438476562;59954.489041985435;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[150];75
8321511212577489606;515.4307801152015;496.1769897134621;512.2798062848494;135.23470764160157;234.73242950439453;37218.10721686388;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[200];200
7796415341392493612;485.0980135676027;524.7688647245675;544.5932615622421;4.319244384765625;-8.098182678222656;59138.051924773725;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[150];150
4103028935399679523;965.5631032724971;5114.994491602398;5522.620520810184;48.08115081787109;208.2562713623047;53689.45454573487;IM;RNN;0;2;0;0;0;0;1;16;0.0;0.0;[250];[32];0;1;[150];100
