;DS_fs3;RNN;0;2;0;0;0.01;0;0.7;20;0;0.05;[75];[8];1;1;[0];0
Train_MAE;Train_MSE;Train_MAPE;Val_MAE;Val_MSE;Val_MAPE;Trans_MAE;Trans_MSE;Trans_MAPE;Test_MSE;Test_MAE;Test_MAPE;Pred_MSE;Pred_MAE;Pred_MAPE;AOF
2.0718047618865967;22.683528900146484;1.2049341201782227;2.2102630138397217;32.02480697631836;1.2394282817840576;0;0;0;2700.534425076996;51.96666648032175;18.604833712386824;2341.7447871135105;47.90853444281118;111.03596325117626;-5.554244041442871
2.089193105697632;23.107646942138672;1.2214971780776978;2.1391756534576416;23.942333221435547;1.2330284118652344;0;0;0;2164.9816903102196;46.529363742804605;16.91055597047521;3838.511113487086;61.46035617899579;142.79916647721416;-18.5504207611084
2.0717055797576904;22.70929527282715;1.2078076601028442;1.8840620517730713;15.3667573928833;1.12796950340271;0;0;0;1560.7301525080854;39.50607741231829;14.59394450074242;3085.0500569044575;54.81673648812352;126.72733630574973;-11.451400756835938
2.090858221054077;22.614748001098633;1.211458444595337;2.051929473876953;18.71058464050293;1.247085690498352;0;0;0;2176.8728709968223;46.656970229504;16.851110438196997;3495.6438722865823;58.75795630816902;137.1983380422298;-16.577585220336914
2.0867230892181396;22.788206100463867;1.2080614566802979;2.157702684402466;26.918914794921875;1.266459584236145;0;0;0;2068.4968403123326;45.4807304285269;16.60753446473565;3970.6848914828597;62.41256060091975;144.7387249945683;-19.145557403564453
2.1352272033691406;22.84992027282715;1.2532844543457031;2.0254480838775635;22.424331665039062;1.177905559539795;0;0;0;2868.4600828110747;53.55800671058506;18.90274324200545;2489.9216308657083;49.477101476531125;115.38718809855646;-7.600920677185059
2.045229911804199;23.352008819580078;1.1873664855957031;2.063551425933838;21.54372787475586;1.1939877271652222;0;0;0;2299.864626065738;47.95690384152982;17.299639545929814;3700.1485066539253;60.31961492250013;140.05118107074978;-17.433622360229492
2.0679638385772705;22.472806930541992;1.2058309316635132;2.21050763130188;27.982696533203125;1.2606371641159058;0;0;0;2400.3896343903566;48.99377138361933;17.706357598799023;2248.217065502236;46.89371106074632;108.57576078488731;-4.232845306396484
2.131523847579956;23.062515258789062;1.231266736984253;2.104962110519409;27.93617057800293;1.1981101036071777;0;0;0;1893.3335052440298;43.512452300968164;16.042919909818888;2292.5631925698176;47.587626392995375;111.24373462427596;-6.754256248474121
2.097259759902954;22.70196533203125;1.211709976196289;2.278653383255005;30.90569496154785;1.2996357679367065;0;0;0;2135.6398103580036;46.21298313632224;16.8954258115006;2478.341799319126;49.3253297209576;114.83691745438017;-7.0311174392700195
