;IM;RNN_fs;0;2;0;0;0.05;0;0.7;25;0;0.05;[100];[8];0;1;[0];0
Train_MAE;Train_MSE;Train_MAPE;Val_MAE;Val_MSE;Val_MAPE;Trans_MAE;Trans_MSE;Trans_MAPE;Test_MSE;Test_MAE;Test_MAPE;Pred_MSE;Pred_MAE;Pred_MAPE;press
10.320791244506836;168.8601531982422;4.178794860839844;10.45535945892334;174.36273193359375;4.206219673156738;0;0;0;396.1321366157836;19.903068522611875;6.586815273902673;1512.7217453817336;31.712291073609773;21.451750456086764;183.97972106933594
10.612628936767578;177.77090454101562;4.2829670906066895;10.59228801727295;178.8622589111328;4.251053810119629;0;0;0;0.1881794230322353;0.4337965226142728;0.15467286878613287;856.4646722658842;24.660174117382525;16.130042190018234;164.1466064453125
10.614265441894531;181.78628540039062;4.266824245452881;10.455037117004395;176.85671997070312;4.216054916381836;0;0;0;557.1521414106068;23.604070441570173;9.173768232153076;1441.285948734609;31.21750278470737;21.00834817646016;183.92877197265625
10.374276161193848;171.87489318847656;4.191089630126953;10.917285919189453;185.73179626464844;4.431484222412109;0;0;0;61.99831659067558;7.873900976687196;2.72022219969471;399.90549439556276;16.984468377863543;10.02145954936527;138.13211059570312
10.38557243347168;172.3016357421875;4.171108245849609;10.442336082458496;170.3587646484375;4.251767158508301;0;0;0;122.385614428491;11.062803190353293;4.041595895992039;1610.8464444540487;32.6866597517083;22.11135557898314;189.3694305419922
10.685529708862305;179.75357055664062;4.294561862945557;10.362211227416992;178.95066833496094;4.204385757446289;0;0;0;1516.6518454303443;38.944214530920306;12.054065533998788;1617.2369246787434;32.74511764946825;22.1976977195344;187.85494995117188
10.11176872253418;162.697265625;4.073027610778809;10.405451774597168;173.25704956054688;4.178511619567871;0;0;0;34.92816190101074;5.910005236969823;2.0294965978853865;1898.4090659787987;35.424073154180824;24.03640030933471;193.3202362060547
10.336125373840332;170.92933654785156;4.157931327819824;10.674346923828125;183.1167449951172;4.289115905761719;0;0;0;86.95195907270195;9.324803433461852;3.231710117184057;1535.0475695015705;31.92915774488154;21.610223963057827;185.32925415039062
10.505062103271484;178.0032501220703;4.245254993438721;10.409096717834473;170.39389038085938;4.165523529052734;0;0;0;567.3115310819518;23.8183024391318;9.16000084302165;1685.322062039866;33.326673043503526;22.56915164166946;190.3331298828125
10.360529899597168;172.34478759765625;4.176352500915527;11.029754638671875;197.28509521484375;4.432631492614746;0;0;0;49.13454910882306;7.009604062200879;2.57712702464561;435.33776974589864;17.402271708702443;10.36062739497318;133.8229522705078
10.49976921081543;176.24673461914062;4.243910789489746;10.563523292541504;174.39598083496094;4.272233963012695;0;0;0;423.18648692738344;20.57149695397453;7.739200012728754;1468.697102285589;31.270933366254127;21.11886032866455;184.5215606689453
10.555720329284668;177.3811798095703;4.2400736808776855;10.745484352111816;183.7685089111328;4.36301326751709;0;0;0;0.03088195803829412;0.17573263225222036;0.06251856277451534;1453.6593358283822;31.33009594729466;21.074048646253082;178.43540954589844
10.471576690673828;175.6009979248047;4.2079267501831055;10.690134048461914;177.73007202148438;4.338131427764893;0;0;0;230.37692666959563;15.17817270522363;5.205847536664645;583.546988349679;20.741854683161822;13.026887965412103;145.39089965820312
10.521968841552734;182.0081024169922;4.215493679046631;10.487903594970703;173.36630249023438;4.239804267883301;0;0;0;0.19828021529850098;0.4452866664279327;0.15492159106325665;1067.1550510826942;27.133785895110684;17.948772340436953;170.6453857421875
10.685540199279785;184.09910583496094;4.302087306976318;10.608888626098633;178.7311248779297;4.281139850616455;0;0;0;341.8660174514505;18.489619180811985;6.363136792897875;1880.1374369458076;35.390521136320956;23.962227465617335;193.39222717285156
10.727075576782227;184.9578094482422;4.332659721374512;10.652170181274414;176.02357482910156;4.287606239318848;0;0;0;9.834931748181598;3.136069474386943;1.0972087430045578;1756.955145944716;33.80741573983674;23.057890975959737;191.04574584960938
10.491527557373047;178.0994415283203;4.219857692718506;10.857843399047852;192.73097229003906;4.358612060546875;0;0;0;74.08220996621479;8.607102297882534;3.079400779893518;1413.8969734711404;31.13603741349792;20.805175342219677;186.26148986816406
10.412376403808594;173.5175018310547;4.203230857849121;10.898946762084961;188.89425659179688;4.3984599113464355;0;0;0;382.48141834146594;19.557132160454046;6.583686725644787;333.13856943158675;14.97463416436474;8.590182055922515;144.4266357421875
10.766632080078125;181.5526123046875;4.324581146240234;10.375202178955078;172.7057647705078;4.19734001159668;0;0;0;9.7505921750892;3.1225938216632017;1.0913382408803451;1564.9294325336907;32.38855397251326;21.841012521479286;184.22482299804688
10.741765975952148;187.45840454101562;4.31646728515625;10.474682807922363;175.91836547851562;4.204596519470215;0;0;0;20.680578260210883;4.547590379553867;1.625610781582702;1092.7575571860461;27.739512140403562;18.25503039634211;169.5656280517578
10.468925476074219;174.28736877441406;4.234318733215332;10.490543365478516;177.72161865234375;4.16193151473999;0;0;0;119.05268301723473;10.911126569572673;3.7211671267867077;1514.6579984791958;31.974238756645192;21.449338897087532;183.50579833984375
10.281939506530762;168.73594665527344;4.131898880004883;10.653007507324219;184.70147705078125;4.275581359863281;0;0;0;620.6765529931065;24.91338100284878;8.220242924760534;530.801660968013;19.661613073796893;12.054768590960654;152.4764862060547
10.732319831848145;179.72930908203125;4.326547622680664;10.750069618225098;182.767578125;4.281459808349609;0;0;0;318.4463386946602;17.845064827415456;5.8768609748615575;1368.294362110665;30.33296873172658;20.335163619543362;183.33485412597656
10.571298599243164;178.11598205566406;4.272620677947998;10.608015060424805;179.468017578125;4.267349720001221;0;0;0;99.09851097175716;9.954823502792863;3.595515765178182;1077.7286385868777;27.50664032103653;18.154024808390666;159.23776245117188
10.450430870056152;172.1058807373047;4.214853763580322;10.35073184967041;173.00350952148438;4.205259799957275;0;0;0;9.713261292266592;3.1166105454911417;1.099284665236835;951.0841300207428;25.681025638212905;16.907582247612698;169.84530639648438
10.619385719299316;181.00926208496094;4.312195777893066;10.844672203063965;184.88514709472656;4.358173847198486;0;0;0;3.2243231535907717;1.795640040094554;0.6506526017486531;326.47370211035457;15.071543337131299;8.697430351157742;138.80709838867188
10.294758796691895;171.13987731933594;4.148984432220459;10.790135383605957;192.24600219726562;4.3277740478515625;0;0;0;388.1120086088172;19.700558586213162;6.603191166848202;397.24820710901196;16.31990635578278;9.379052969374353;119.69825744628906
10.48604679107666;175.42337036132812;4.223575115203857;10.552884101867676;178.16098022460938;4.275518417358398;0;0;0;60.383464415077704;7.770679791052885;2.6165234144721774;800.830359763507;24.12098441563815;15.435698696574919;153.99620056152344
10.4397554397583;175.00247192382812;4.2225728034973145;10.367385864257812;168.78628540039062;4.153894424438477;0;0;0;0.13840395835211985;0.37202682477493454;0.13087481604797951;1522.6438132491162;31.793329753590815;21.503074147994347;186.61846923828125
10.689443588256836;184.04527282714844;4.303138732910156;10.549297332763672;176.1656494140625;4.246940612792969;0;0;0;969.4474265649472;31.135950709187398;9.863611243039106;1687.8862256093585;33.20024471526179;22.58584407829359;189.52926635742188
10.442730903625488;173.60218811035156;4.213397979736328;10.581746101379395;179.2177276611328;4.250797271728516;0;0;0;84.34916661147457;9.184180236225473;3.350831884500965;1695.0168463059608;33.29770139342156;22.71158306465388;189.5623779296875
10.630646705627441;179.82162475585938;4.2842864990234375;10.361973762512207;171.1243896484375;4.208449840545654;0;0;0;29.783869658523788;5.457460000634342;1.886852885450797;1363.3927602303283;30.528594797791214;20.35629531145677;184.0989990234375
10.739836692810059;184.0511932373047;4.3169474601745605;11.199732780456543;198.40647888183594;4.469818592071533;0;0;0;126.71677659803572;11.256854649414095;3.7974058815730913;1173.2622167068253;28.12788371980501;18.777944646642304;178.99343872070312
10.475332260131836;175.25958251953125;4.229820251464844;10.67078971862793;178.31680297851562;4.309253215789795;0;0;0;227.56802208410872;15.085357870601172;5.672130762317221;1391.6435772052164;30.63483987150768;20.619844411940335;183.29029846191406
10.589173316955566;183.22866821289062;4.260560512542725;10.67281723022461;177.6312713623047;4.262449741363525;0;0;0;128.70486696067346;11.344816744252569;4.271683763385306;369.4958582459379;15.664439711841453;8.924054251032901;113.66622161865234
10.569464683532715;179.53379821777344;4.243505477905273;11.078313827514648;194.27435302734375;4.439558982849121;0;0;0;0.6277395631156523;0.7923001723561924;0.285993083672647;1553.3276709322831;32.470258702526884;21.815722483812234;184.87747192382812
10.62689208984375;180.36265563964844;4.259657859802246;10.67959976196289;179.6643524169922;4.330564498901367;0;0;0;0.2095855544774253;0.45780514902895675;0.1630968031862109;538.0426838644337;19.71237053768802;12.227005014883032;149.35655212402344
10.292262077331543;173.0688018798828;4.156705379486084;10.556465148925781;182.9041290283203;4.253703594207764;0;0;0;127.5878584471583;11.295479558086868;3.8543098729685226;1628.752704816158;32.967081211851706;22.25873831967384;187.51876831054688
10.416109085083008;174.71495056152344;4.154712677001953;10.83003044128418;186.72799682617188;4.346794128417969;0;0;0;6.705011107602853;2.589403620064445;0.8931808499932195;1566.1505883676891;32.31973394265207;21.876384392065944;185.95172119140625
10.71484661102295;183.7030029296875;4.28859806060791;10.959139823913574;191.1372528076172;4.428651332855225;0;0;0;81.17959124984449;9.009971767427714;3.1506162060635536;1668.2387729057536;33.323683164287544;22.547177497825732;188.32308959960938
10.379026412963867;171.9993896484375;4.202235221862793;11.00912857055664;190.34463500976562;4.398331165313721;0;0;0;2.0273048490949246;1.4238345581895828;0.5117887920082193;613.7567641619532;21.159708603633913;13.322671340282714;157.06236267089844
10.846356391906738;184.6902618408203;4.363406181335449;10.67147445678711;179.49815368652344;4.265406608581543;0;0;0;250.71294819943273;15.833917651656293;5.4285874607340645;1553.4249613766967;32.04570627470626;21.666561994566717;187.47579956054688
10.59856128692627;178.35545349121094;4.281006336212158;10.29163932800293;168.31871032714844;4.169058799743652;0;0;0;206.10496116537809;14.356356124218223;4.827336652246167;1560.4727347989817;32.09639748150348;21.733748797829783;187.1026153564453
10.686251640319824;181.28176879882812;4.304842948913574;10.337570190429688;171.76974487304688;4.167749404907227;0;0;0;25.429251918565075;5.042742499728206;1.784306512760158;2115.2336130204703;36.954123595289985;25.34323220846855;198.14535522460938
10.593113899230957;178.86683654785156;4.27459192276001;10.445829391479492;177.82861328125;4.167984485626221;0;0;0;593.2568041112198;24.356863593476476;7.959322993824197;1220.2310683592546;28.509613292453132;19.117909724478338;180.22865295410156
10.42330551147461;173.80239868164062;4.178457260131836;10.739718437194824;183.3880615234375;4.3896260261535645;0;0;0;14.90557593128845;3.8607740067619147;1.3672425404878361;1063.973167024004;27.22996537194722;17.988527091926734;171.39076232910156
10.565446853637695;179.37086486816406;4.253573894500732;10.455545425415039;175.50320434570312;4.232496738433838;0;0;0;443.1712712105112;21.05163345706245;7.019404055538188;1769.9344592060015;34.04023301480398;23.174165961612683;191.71115112304688
10.504307746887207;175.2985076904297;4.235299110412598;10.559513092041016;175.70333862304688;4.243636608123779;0;0;0;365.63393440902314;19.1215567987814;6.344669797218836;1757.779060678277;33.86056785259019;23.07449875066171;191.44119262695312
10.559246063232422;180.01087951660156;4.2774505615234375;10.499300003051758;182.0901336669922;4.166903495788574;0;0;0;10.860572970331015;3.2955383430224288;1.181714761247305;671.5381633035801;21.976725315136836;14.0388070398567;150.4683380126953
10.595407485961914;182.5507049560547;4.242202281951904;10.15877914428711;169.5906524658203;4.123345375061035;0;0;0;163.920495096562;12.803143953598351;4.301430975315754;1368.587102246257;30.336084207567776;20.407872226421876;181.93540954589844
10.502266883850098;175.22344970703125;4.240164279937744;10.758566856384277;183.8465576171875;4.309995174407959;0;0;0;85.93217858992881;9.26996108891126;3.3210831481202385;1770.3879699704175;34.01942262425769;23.163734865453787;191.85580444335938
10.609342575073242;179.51170349121094;4.2821269035339355;10.608177185058594;180.2698974609375;4.293525695800781;0;0;0;662.9914233960942;25.748619834781323;8.412277206124134;1620.5526082690797;32.74492369316746;22.15383292505001;188.45675659179688
10.436968803405762;172.8463592529297;4.211280345916748;10.762574195861816;184.5530548095703;4.326581954956055;0;0;0;77.85888294359304;8.823768069458367;3.0266999397673278;1494.0737882981712;31.808138466219457;21.367317184740156;184.87242126464844
10.33554744720459;170.95240783691406;4.190808296203613;10.314265251159668;167.6801300048828;4.170053005218506;0;0;0;950.7806151354688;30.834730664227777;11.941492736285063;1293.3507537409296;29.758895596735304;19.895115597182397;172.4674072265625
10.691635131835938;183.15545654296875;4.305433750152588;10.181259155273438;174.85142517089844;4.0691375732421875;0;0;0;69.6679948893736;8.346735582811618;2.886149442140788;1161.1205675302099;28.39987378368064;18.817581551908688;170.39747619628906
10.484524726867676;174.15325927734375;4.223527431488037;10.741071701049805;186.63856506347656;4.279192924499512;0;0;0;263.15135971511216;16.22194068892844;6.191557736047254;1495.2484468057908;31.521146608117206;21.341155363319412;184.58839416503906
