Time TimeDelta AltTimeDelta AltTime
90 1.329981565 0.12090718700000005 0.12090718700000005 1.329981565
91 1.462980032 0.13299846699999995 0.13299846699999995 1.462980032
92 1.609276772 0.14629674000000015 0.14629674000000015 1.6092767719999999
93 1.770203948 0.16092717599999995 0.16092717599999995 1.770203948
94 1.947225571 0.1770216229999999 0.1770216229999999 1.947225571
95 2.141947269 0.19472169800000014 0.19472169800000014 2.141947269
96 2.356142282 0.21419501299999988 0.21419501299999988 2.356142282
97 2.591757536 0.23561525399999986 0.23561525399999986 2.591757536
98 2.850933552 0.2591760160000001 0.2591760160000001 2.850933552
99 3.136027336 0.2850937840000003 0.2850937840000003 3.136027336
100 3.449627876 0.3136005399999999 0.3136005399999999 3.449627876
101 3.794591904 0.3449640279999997 0.3449640279999997 3.794591904
102 4.174051285 0.3794593810000002 0.3794593810000002 4.174051285
103 4.59145689 0.4174056049999999 0.4174056049999999 4.59145689
104 5.050600529 0.4591436389999997 0.4591436389999997 5.050600529
105 5.555661678 0.5050611490000003 0.5050611490000003 5.555661678
106 6.111227989 0.5555663109999998 0.5555663109999998 6.111227989
107 6.722352028 0.6111240390000008 0.6111240390000008 6.7223520279999995
108 7.39458704 0.6722350119999998 0.6722350119999998 7.39458704
109 8.134044647 0.7394576069999994 0.7394576069999994 8.134044647
110 8.947449684 0.8134050370000008 0.8134050370000008 8.947449684
111 9.842193604 0.8947439199999998 0.8947439199999998 9.842193604
112 10.82641411 0.9842205059999998 0.9842205059999998 10.82641411
113 11.90905476 1.08264065 1.08264065 11.90905476
114 13.09996033 1.19090557 1.19090557 13.09996033
115 14.40995693 1.3099965999999998 1.3099965999999998 14.40995693
116 15.85095119 1.44099426 1.44099426 15.85095119
117 17.43604851 1.5850973199999991 1.5850973199999991 17.43604851
118 19.17965317 1.7436046600000026 1.7436046600000026 19.17965317
119 21.0976181 1.9179649299999968 1.9179649299999968 21.097618100000002
120 23.20737839 2.1097602900000005 2.1097602900000005 23.20737839
121 25.52811432 2.320735930000001 2.320735930000001 25.52811432
122 25.52836609 0.0002517699999984302 2.320735930000001 27.84885025
123 25.52839279 2.6700000002932708e-05 2.320735930000001 30.169586180000003
124 25.5284214 2.860999999754199e-05 2.320735930000001 32.49032211
125 25.52845001 2.86100000010947e-05 2.320735930000001 34.81105804
126 25.52848434 3.4329999998305987e-05 2.320735930000001 37.13179397
127 25.52851868 3.434000000268611e-05 2.320735930000001 39.4525299
128 25.52855873 4.004999999907e-05 2.320735930000001 41.77326582999999
129 25.52860451 4.57800000006614e-05 2.320735930000001 44.09400175999999
130 25.52865219 4.767999999799599e-05 2.320735930000001 46.41473768999999
131 25.5287075 5.531000000047471e-05 2.320735930000001 48.73547361999999
132 25.52876663 5.91300000003514e-05 2.320735930000001 51.056209549999984
133 25.52883148 6.485000000111539e-05 2.320735930000001 53.37694547999998
134 25.52890205 7.056999999832671e-05 2.320735930000001 55.69768140999998
135 25.52898216 8.011000000252011e-05 2.320735930000001 58.01841733999998
136 25.52906799 8.582999999973141e-05 2.320735930000001 60.33915326999998
137 25.52916336 9.536999999681941e-05 2.320735930000001 62.659889199999974
138 25.52926826 0.0001049000000001854 2.320735930000001 64.98062512999998
139 25.52938271 0.00011445000000165352 2.320735930000001 67.30136105999998
140 25.52950859 0.00012587999999880142 2.320735930000001 69.62209698999997
141 25.52964592 0.00013733000000115678 2.320735930000001 71.94283291999997
142 25.52980042 0.0001545000000007235 2.320735930000001 74.26356884999997
143 25.52996826 0.00016783999999958607 2.320735930000001 76.58430477999997
144 25.53015137 0.0001831099999982655 2.320735930000001 78.90504070999997
145 25.53035736 0.0002059900000013215 2.320735930000001 81.22577663999995
146 25.53058434 0.0002269800000007649 2.320735930000001 83.54651256999995
147 25.53083038 0.0002460400000003915 2.320735930000001 85.86724849999995
148 25.53110123 0.0002708499999997116 2.320735930000001 88.18798442999996
149 25.53139877 0.0002975399999982642 2.320735930000001 90.50872035999996
150 25.53172874 0.00032996999999923565 2.320735930000001 92.82945628999997
151 25.53208923 0.000360490000002045 2.320735930000001 95.15019221999997
152 25.53248405 0.000394820000000351 2.320735930000001 97.47092814999996
153 25.53292084 0.0004367899999984104 2.320735930000001 99.79166407999996
154 25.53340149 0.0004806500000000824 2.320735930000001 102.11240000999994
155 25.53393173 0.0005302399999997932 2.320735930000001 104.43313593999994
156 25.53451157 0.0005798400000003312 2.320735930000001 106.75387186999994
157 25.53515244 0.0006408700000015699 2.320735930000001 109.07460779999994
158 25.53585815 0.0007057099999983053 2.320735930000001 111.39534372999994
159 25.53662872 0.000770570000000248 2.320735930000001 113.71607965999992
160 25.5374794 0.0008506799999992152 2.320735930000001 116.03681558999992
161 25.53841782 0.0009384200000006617 2.320735930000001 118.35755151999993
162 25.53944778 0.0010299600000003297 2.320735930000001 120.67828744999993
163 25.54057693 0.0011291500000005785 2.320735930000001 122.99902337999993
164 25.54182434 0.001247410000001281 2.320735930000001 125.31975930999992
165 25.54319763 0.0013732900000000825 2.320735930000001 127.64049523999992
166 25.54470444 0.0015068099999986373 2.320735930000001 129.96123116999993
167 25.54636383 0.0016593900000003714 2.320735930000001 132.28196709999997
168 25.54818726 0.001823429999998183 2.320735930000001 134.60270302999996
169 25.550197600000004 0.002010340000001776 2.320735930000001 136.92343895999997
170 25.55240631 0.0022087099999978928 2.320735930000001 139.24417488999998
171 25.55483246 0.00242615000000157 2.320735930000001 141.56491082
172 25.55750275 0.002670290000001075 2.320735930000001 143.88564675
173 25.56044197 0.0029392199999982442 2.320735930000001 146.20638268000005
174 25.56367493 0.0032329600000018392 2.320735930000001 148.52711861000003
175 25.56722832 0.0035533900000004337 2.320735930000001 150.84785454000004
176 25.5711422 0.003913879999998926 2.320735930000001 153.16859047000003
177 25.57544518 0.004302979999998513 2.320735930000001 155.4893264000001
178 25.58017731 0.004732130000000723 2.320735930000001 157.8100623300001
179 25.58538055 0.005203240000000164 2.320735930000001 160.1307982600001
180 25.59111023 0.005729680000001736 2.320735930000001 162.4515341900001
181 25.59740639 0.006296159999997997 2.320735930000001 164.77227012000014
182 25.60433578 0.006929389999999813 2.320735930000001 167.09300605000013
183 25.61195755 0.007621770000000083 2.320735930000001 169.41374198000014
184 25.62034225 0.008384700000000578 2.320735930000001 171.73447791000015
185 25.62956429 0.009222040000000929 2.320735930000001 174.05521384000016
186 25.63970947 0.010145179999998529 2.320735930000001 176.3759497700002
187 25.65086746 0.01115799000000095 2.320735930000001 178.6966857000002
188 25.66314316 0.0122757 2.320735930000001 181.0174216300002
189 25.67664719 0.01350403 2.320735930000001 183.33815756000018
190 25.69149971 0.014852519999998037 2.320735930000001 185.65889349000028
191 25.70783997 0.016340259999999773 2.320735930000001 187.97962942000026
192 25.725811 0.017971030000001775 2.320735930000001 190.30036535000028
193 25.74557877 0.01976777000000141 2.320735930000001 192.62110128000026
194 25.76732635 0.021747579999999544 2.320735930000001 194.94183721000027
195 25.79124641 0.023920059999998244 2.320735930000001 197.26257314000026
196 25.8175621 0.026315690000000558 2.320735930000001 199.5833090700003
197 25.84650421 0.028942109999999133 2.320735930000001 201.9040450000003
198 25.87834549 0.03184128000000186 2.320735930000001 204.2247809300003
199 25.91336632 0.035020830000000565 2.320735930000001 206.5455168600004
200 25.95188904 0.038522719999999566 2.320735930000001 208.86625279000037
201 25.99426651 0.04237746999999814 2.320735930000001 211.18698872000041
202 26.04088211 0.046615599999999084 2.320735930000001 213.50772465000043
203 26.09215927 0.05127716000000149 2.320735930000001 215.8284605800004
204 26.14856529 0.05640602000000072 2.320735930000001 218.14919651000042
205 26.21060944 0.06204414999999841 2.320735930000001 220.4699324400004
206 26.27885628 0.06824684000000047 2.320735930000001 222.79066837000042
207 26.35392952 0.07507324000000183 2.320735930000001 225.11140430000043
208 26.43651009 0.08258056999999752 2.320735930000001 227.4321402300004
209 26.52735138 0.0908412900000002 2.320735930000001 229.75287616000043
210 26.62727356 0.09992218000000007 2.320735930000001 232.07361209000047
211 26.73719025 0.10991669000000216 2.320735930000001 234.39434802000045
212 26.85809898 0.12090873000000002 2.320735930000001 236.7150839500005
213 26.9910965 0.13299751999999998 2.320735930000001 239.0358198800005
214 27.13739395 0.14629744999999872 2.320735930000001 241.35655581000046
215 27.29832077 0.16092682000000025 2.320735930000001 243.67729174000053
216 27.4753418 0.1770210299999988 2.320735930000001 245.99802767000054
217 27.67006683 0.19472503000000074 2.320735930000001 248.31876360000052
218 27.88426208 0.2141952499999995 2.320735930000001 250.63949953000056
219 28.11987305 0.2356109699999997 2.320735930000001 252.96023546000058
220 28.37905121 0.2591781600000012 2.320735930000001 255.28097139000062
221 28.66414261 0.2850913999999989 2.320735930000001 257.60170732000057
222 28.97774506 0.3136024500000012 2.320735930000001 259.9224432500006
223 29.32270813 0.3449630699999986 2.320735930000001 262.2431791800006
224 29.70216751 0.3794593800000001 2.320735930000001 264.5639151100006
225 30.11957359 0.4174060800000028 2.320735930000001 266.8846510400006
226 30.57872009 0.4591464999999992 2.320735930000001 269.20538697000063
227 31.0837822 0.5050621100000008 2.320735930000001 271.5261229000006
228 31.63934708 0.5555648799999986 2.320735930000001 273.8468588300006
229 32.25046921 0.6111221299999983 2.320735930000001 276.16759476000067
230 32.92270279 0.6722335800000039 2.320735930000001 278.4883306900007
231 33.66216278 0.7394599900000003 2.320735930000001 280.8090666200007
232 34.47556686 0.8134040799999979 2.320735930000001 283.1298025500007
233 35.37031174 0.8947448799999975 2.320735930000001 285.45053848000066
234 36.35453033 0.9842185900000048 2.320735930000001 287.7712744100008
235 37.43717194 1.082641609999996 2.320735930000001 290.09201034000074
236 38.62807465 1.1909027100000031 2.320735930000001 292.41274627000075
237 39.9380722 1.3099975499999983 2.320735930000001 294.7334822000008
238 41.37907028 1.44099808 2.320735930000001 297.0542181300008
239 42.96416473 1.5850944499999997 2.320735930000001 299.3749540600008
240 44.7077713 1.7436065699999972 2.320735930000001 301.6956899900008
241 46.62573242 1.9179611200000009 2.320735930000001 304.0164259200008
242 48.73549652 2.1097641 2.320735930000001 306.3371618500008
243 51.05623627 2.3207397500000013 2.320735930000001 308.6578977800008
244 51.05648041 0.0002441399999995042 2.320735930000001 310.9786337100008
245 51.05651093 3.052000000280941e-05 2.320735930000001 313.29936964000086
246 51.05654144 3.050999999487658e-05 2.320735930000001 315.6201055700009
247 51.05656815 2.67100000002074e-05 2.320735930000001 317.9408415000009
248 51.05660248 3.433000000541142e-05 2.320735930000001 320.2615774300009
249 51.05663681 3.4329999998305987e-05 2.320735930000001 322.58231336000085
250 51.05667877 4.195999999723199e-05 2.320735930000001 324.90304929000087
251 51.05672455 4.57800000006614e-05 2.320735930000001 327.22378522000093
252 51.05677032 4.5769999999834006e-05 2.320735930000001 329.54452115000095
253 51.05682373 5.34099999995874e-05 2.320735930000001 331.86525708000096
254 51.05688477 6.104000000561882e-05 2.320735930000001 334.18599301000097
255 51.0569458 6.102999999768598e-05 2.320735930000001 336.506728940001
256 51.05702209 7.628999999553798e-05 2.320735930000001 338.827464870001
257 51.05709839 7.630000000347081e-05 2.320735930000001 341.148200800001
258 51.05718613 8.773999999789339e-05 2.320735930000001 343.468936730001
259 51.05728149 9.536000000309741e-05 2.320735930000001 345.7896726600011
260 51.05738831 0.0001068199999991748 2.320735930000001 348.11040859000104
261 51.05750275 0.00011443999999727339 2.320735930000001 350.43114452000106
262 51.05762482 0.00012207000000330481 2.320735930000001 352.75188045000107
263 51.05776215 0.00013733000000115678 2.320735930000001 355.07261638000114
264 51.05791855 0.00015639999999450538 2.320735930000001 357.39335231000115
265 51.05808258 0.00016403000000053683 2.320735930000001 359.71408824000116
266 51.05827332 0.00019074000000074418 2.320735930000001 362.0348241700012
267 51.05847168 0.0001983599999988428 2.320735930000001 364.3555601000011
268 51.05869675 0.00022507000000615562 2.320735930000001 366.67629603000114
269 51.05894852 0.0002517699999984302 2.320735930000001 368.9970319600012
270 51.05921936 0.0002708399999988842 2.320735930000001 371.3177678900012
271 51.05951691 0.0002975499999990916 2.320735930000001 373.63850382000123
272 51.05984116 0.00032424999999847165 2.320735930000001 375.95923975000125
273 51.06020355 0.0003623899999993797 2.320735930000001 378.2799756800012
274 51.06060028 0.0003967300000056184 2.320735930000001 380.6007116100012
275 51.06103516 0.0004348800000002484 2.320735930000001 382.9214475400012
276 51.06151581 0.0004806500000000824 2.320735930000001 385.24218347000124
277 51.06204987 0.0005340599999996698 2.320735930000001 387.56291940000125
278 51.0626297 0.0005798299999995037 2.320735930000001 389.8836553300012
279 51.06327057 0.0006408699999980173 2.320735930000001 392.2043912600013
280 51.06397247 0.0007019000000028086 2.320735930000001 394.5251271900013
281 51.06474304 0.000770570000000248 2.320735930000001 396.8458631200013
282 51.06559753 0.000854489999994712 2.320735930000001 399.1665990500013
283 51.06652832 0.0009307900000052883 2.320735930000001 401.4873349800013
284 51.06755829 0.0010299699999976042 2.320735930000001 403.8080709100012
285 51.06869888 0.0011405899999985536 2.320735930000001 406.12880684000135
286 51.06993866 0.0012397799999988026 2.320735930000001 408.44954277000136
287 51.07131195 0.0013732900000036352 2.320735930000001 410.77027870000137
288 51.07281876 0.0015068099999950846 2.320735930000001 413.0910146300014
289 51.07447815 0.0016593900000003714 2.320735930000001 415.4117505600014
290 51.07630157 0.0018234200000009078 2.320735930000001 417.73248649000135
291 51.07831192 0.0020103499999990504 2.320735930000001 420.05322242000136
292 51.08052063 0.0022087100000049986 2.320735930000001 422.37395835000143
293 51.08294678 0.0024261499999980174 2.320735930000001 424.69469428000144
294 51.08561707 0.0026702899999975216 2.320735930000001 427.0154302100015
295 51.08856201 0.002944939999999008 2.320735930000001 429.3361661400015
296 51.09179306 0.003231050000003677 2.320735930000001 431.65690207000154
297 51.09534454 0.0035514799999987186 2.320735930000001 433.97763800000155
298 51.09925461 0.0039100700000034285 2.320735930000001 436.2983739300015
299 51.10355759 0.004302979999998513 2.320735930000001 438.6191098600015
300 51.10829544 0.004737849999997934 2.320735930000001 440.9398457900015
301 51.11349487 0.0051994299999975615 2.320735930000001 443.2605817200016
302 51.11922455 0.005729680000001736 2.320735930000001 445.5813176500016
303 51.12552643 0.006301880000002313 2.320735930000001 447.9020535800016
304 51.13245392 0.006927490000002479 2.320735930000001 450.2227895100016
305 51.14007568 0.007621759999999257 2.320735930000001 452.5435254400016
306 51.14846039 0.0083847099999943 2.320735930000001 454.8642613700016
307 51.15768433 0.00922394000000537 2.320735930000001 457.1849973000016
308 51.16782761 0.010143280000001198 2.320735930000001 459.5057332300016
309 51.1789856 0.011157989999993843 2.320735930000001 461.8264691600016
310 51.19126129 0.012275690000002726 2.320735930000001 464.1472050900017
311 51.20476532 0.01350403 2.320735930000001 466.46794102000166
312 51.21961975 0.014854429999999754 2.320735930000001 468.7886769500017
313 51.23595428 0.016334530000001738 2.320735930000001 471.1094128800017
314 51.25392914 0.017974859999995374 2.320735930000001 473.4301488100017
315 51.2736969 0.01976776000000057 2.320735930000001 475.75088474000165
316 51.29544067 0.02174377000000049 2.320735930000001 478.07162067000166
317 51.31936646 0.02392578999999984 2.320735930000001 480.3923566000017
318 51.34567261 0.02630615000000347 2.320735930000001 482.71309253000175
319 51.37462234 0.02894973000000078 2.320735930000001 485.03382846000176
320 51.40645981 0.031837469999999264 2.320735930000001 487.35456439000177
321 51.44148254 0.035022730000001445 2.320735930000001 489.67530032000184
322 51.48000336 0.038520819999995126 2.320735930000001 491.99603625000185
323 51.52238464 0.042381280000000736 2.320735930000001 494.3167721800018
324 51.56900024 0.04661560000000264 2.320735930000001 496.6375081100018
325 51.6202774 0.051277159999997934 2.320735930000001 498.9582440400018
326 51.6766777 0.056400299999999966 2.320735930000001 501.2789799700017
327 51.73872757 0.06204987000000273 2.320735930000001 503.59971590000185
328 51.80697632 0.06824874999999507 2.320735930000001 505.9204518300018
329 51.88204956 0.07507324000000183 2.320735930000001 508.24118776000194
330 51.96463013 0.08258057000000463 2.320735930000001 510.5619236900019
331 52.05547333 0.0908431999999948 2.320735930000001 512.8826596200018
332 52.15538788 0.09991455000000116 2.320735930000001 515.2033955500018
333 52.26531219 0.1099243100000038 2.320735930000001 517.5241314800019
334 52.38621521 0.12090302000000007 2.320735930000001 519.8448674100017
335 52.51921463 0.13299941999999731 2.320735930000001 522.1656033400017
336 52.66551208 0.14629744999999872 2.320735930000001 524.4863392700016
337 52.8264389 0.16092682000000025 2.320735930000001 526.8070752000016
338 53.00345993 0.1770210299999988 2.320735930000001 529.1278111300015
339 53.19818115 0.19472122000000525 2.320735930000001 531.4485470600015
340 53.4123764 0.21419524999999595 2.320735930000001 533.7692829900013
341 53.64799118 0.2356147799999988 2.320735930000001 536.0900189200014
342 53.90716553 0.2591743500000021 2.320735930000001 538.4107548500014
343 54.19226074 0.2850952100000015 2.320735930000001 540.7314907800013
344 54.50586319 0.31360244999999765 2.320735930000001 543.0522267100013
345 54.85083008 0.344966890000002 2.320735930000001 545.3729626400012
346 55.23028564 0.3794555599999967 2.320735930000001 547.6936985700012
347 55.64768982 0.4174041799999984 2.320735930000001 550.0144345000011
348 56.10683441 0.4591445900000011 2.320735930000001 552.3351704300012
349 56.61189651 0.5050621000000035 2.320735930000001 554.655906360001
350 57.16746139999999 0.5555648899999994 2.320735930000001 556.976642290001
351 57.77857971 0.6111183100000019 2.320735930000001 559.297378220001
352 58.45082092 0.6722412099999957 2.320735930000001 561.6181141500008
353 59.19027710000001 0.7394561800000048 2.320735930000001 563.9388500800009
354 60.003685 0.8134078999999943 2.320735930000001 566.2595860100008
355 60.89842987 0.8947448700000038 2.320735930000001 568.5803219400008
356 61.88265228 0.984222410000001 2.320735930000001 570.9010578700007
357 62.96529007 1.0826377899999995 2.320735930000001 573.2217938000008
358 64.15619659 1.1909065199999915 2.320735930000001 575.5425297300006
359 65.46618652 1.3099899300000004 2.320735930000001 577.8632656600006
360 66.90718079 1.4409942700000045 2.320735930000001 580.1840015900005
361 68.49227905 1.5850982599999952 2.320735930000001 582.5047375200005
362 70.23588562 1.7436065700000114 2.320735930000001 584.8254734500006
363 72.15385437 1.91796875 2.320735930000001 587.1462093800004
364 74.26361084 2.1097564699999936 2.320735930000001 589.4669453100004
365 76.58435059 2.3207397500000013 2.320735930000001 591.7876812400002
