Time Pressure Rate
0 0.0002496000088 286.21643066406 400000.0
1 0.00027600000610000005 285.56378173828 400000.0
2 0.0003024000034 284.9880065918 400000.0
3 0.0003336000082 284.38052368164 400000.0
4 0.0003672000021000001 283.79064941406 400000.0
5 0.0004032000143 283.21673583984 400000.0
6 0.0004440000048 282.62539672852 400000.0
7 0.0004871999845 282.05288696289 400000.0
8 0.000537600019 281.44464111328 400000.0
9 0.0005904000136000001 280.86044311523 400000.0
10 0.0006504000048 280.25338745117 400000.0
11 0.0007151999743999999 279.65237426758 400000.0
12 0.0007848000387 279.05895996094 400000.0
13 0.0008640000597 278.44030761719 400000.0
14 0.0009504000191 277.82073974609 400000.0
15 0.001046400052 277.189453125 400000.0
16 0.001149600022 276.56600952148 400000.0
17 0.001264800085 275.92794799805 400000.0
18 0.001392000006 275.28173828125 400000.0
19 0.001531200018 274.63235473633 400000.0
20 0.001684800023 273.97561645508 400000.0
21 0.001852799905 273.31701660156 400000.0
22 0.002037599916 272.65252685547 400000.0
23 0.002241599839 271.98043823242 400000.0
24 0.002464800142 271.30615234375 400000.0
25 0.002712000161 270.62194824219 400000.0
26 0.002983199898 269.93478393555 400000.0
27 0.003280799836 269.24444580078 400000.0
28 0.003609600011 268.54626464844 400000.0
29 0.003971999977 267.84240722656 400000.0
30 0.004368000198 267.13864135742 400000.0
31 0.004804799799 266.42846679688 400000.0
32 0.005284800194 265.71466064453 400000.0
33 0.005812800024 264.99700927734 400000.0
34 0.0063959998080000005 264.27297973633 400000.0
35 0.007034399547 263.54861450195 400000.0
36 0.007737600245 262.81982421875 400000.0
37 0.008512799627999999 262.08609008789 400000.0
38 0.009362399578 261.35159301758 400000.0
39 0.01029840019 260.61270141602 400000.0
40 0.01133039966 259.86947631836 400000.0
41 0.012463199909999998 259.12466430664 400000.0
42 0.013708800080000002 258.37741088867 400000.0
43 0.015079200269999997 257.62750244141 400000.0
44 0.016586400569999996 256.87506103516 400000.0
45 0.018247200180000003 256.11901855469 400000.0
46 0.020071201030000003 255.36166381836003 400000.0
47 0.0220776014 254.60208129883 400000.0
48 0.02428559959 253.83975219727 400000.0
49 0.02671439946 253.0753326416 400000.0
50 0.02938560024 252.3090057373 400000.0
51 0.03232559934 251.53999328613 400000.0
52 0.03555599973 250.76991271973 400000.0
53 0.03911279887 249.99740600586003 400000.0
54 0.04302480072 249.22320556641003 400000.0
55 0.04732559994 248.44755554198997 400000.0
56 0.05205840245 247.66995239258 400000.0
57 0.05726400017999999 246.89065551758 400000.0
58 0.06299039721 246.10969543457 400000.0
59 0.06929039955 245.32685852051003 400000.0
60 0.07621920109000001 244.54237365723 400000.0
61 0.08384159952 243.75636291503997 400000.0
62 0.0922247991 242.96890258788997 400000.0
63 0.1014479995 242.17964172363 400000.0
64 0.1115927994 241.38893127441003 400000.0
65 0.1227528006 240.59672546387 400000.0
66 0.1350263953 239.80328369141003 400000.0
67 0.1485287994 239.00827026367 400000.0
68 0.163382411 238.21180725098 400000.0
69 0.1797216088 237.41387939453 400000.0
70 0.1976927966 236.61465454102 400000.0
71 0.217461586 235.81394958496003 400000.0
72 0.2392080128 235.01153564453 400000.0
73 0.2631287873 234.20765686035 400000.0
74 0.28944242 233.40237426758 400000.0
75 0.3183863759 232.59571838378997 400000.0
76 0.350224793 231.78744506836003 400000.0
77 0.3852480054 230.97779846191003 400000.0
78 0.4237728119 230.16674804688 400000.0
79 0.4661495984 229.35438537598 400000.0
80 0.5127648115 228.54052734375 400000.0
81 0.5640407801 227.72528076172 400000.0
82 0.6204456091 226.90853881836003 400000.0
83 0.6824904084000001 226.09039306641003 400000.0
84 0.7507392168000001 225.27072143555 400000.0
85 0.8258136511 224.44929504395 400000.0
86 0.9083951712 223.62632751465 400000.0
87 0.9992352724 222.8018951416 400000.0
88 1.099159241 221.9759979248 400000.0
89 1.209074378 221.14842224121003 400000.0
90 1.329981565 220.31924438477 400000.0
91 1.462980032 219.48852539063 400000.0
92 1.609276772 218.65634155273 400000.0
93 1.770203948 217.82252502441003 400000.0
94 1.947225571 216.98719787598 400000.0
95 2.141947269 216.15019226073997 400000.0
96 2.356142282 215.31163024902 400000.0
97 2.591757536 214.47134399413997 400000.0
98 2.850933552 213.62910461426003 400000.0
99 3.136027336 212.78504943848 400000.0
100 3.449627876 211.93943786621003 400000.0
101 3.794591904 211.09202575683997 400000.0
102 4.174051285 210.24287414551003 400000.0
103 4.59145689 209.39176940918 400000.0
104 5.050600529 208.53884887695 400000.0
105 5.555661678 207.68417358398 400000.0
106 6.111227989 206.82775878906003 400000.0
107 6.722352028 205.96936035156003 400000.0
108 7.39458704 205.1091003418 400000.0
109 8.134044647 204.24685668945 400000.0
110 8.947449684 203.38264465332 400000.0
111 9.842193604 202.5163269043 400000.0
112 10.82641411 201.64781188965 400000.0
113 11.90905476 200.77732849121003 400000.0
114 13.09996033 199.9048614502 400000.0
115 14.40995693 199.03021240233997 400000.0
116 15.85095119 198.07202148438 400000.0
117 17.43604851 197.173828125 400000.0
118 19.17965317 196.2777557373 400000.0
119 21.0976181 195.38188171387 400000.0
120 23.20737839 194.48570251465 400000.0
121 25.52811432 193.58877563477 400000.0
122 27.84885025 192.6912774659189 400000.0
123 30.169586180000003 191.93404993482662 400000.0
124 32.49032211 191.2362540890886 400000.0
125 34.81105804 190.58790279429024 400000.0
126 37.13179397 189.98182889318505 400000.0
127 39.4525299 189.41304944022102 400000.0
128 41.77326582999999 188.84482769832528 400000.0
129 44.09400175999999 188.3289408817543 400000.0
